,data,features_cat,features_num,protected_attributes,p_att_description,target,etas,feat_dictionary,technique,model,dir_name,model_type,disparate_impact,statistical_parity_difference,equal_opportunity_difference,accuracy,eta,fs
333,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=40000,fair_model,0.3420645984020342,-0.1044469577458175,-0.0748262749621811,0.7274562584118439,1.0,fsfs
334,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=40000,fair_model,0.2758593272413646,-0.1117953815435965,-0.0964683392162686,0.7294751009421265,10.0,fsfs
335,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=40000,fair_model,0.3396110252677619,-0.0649317137223629,-0.0438146288224688,0.7214670255720054,20.0,fsfs
336,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=50000,fair_model,0.2158297498387782,-0.125730240315035,-0.1211121556177978,0.8024226110363392,1.0,fsfs
337,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=50000,fair_model,0.2201498072826716,-0.1269058065150888,-0.119034593290928,0.8011440107671601,10.0,fsfs
338,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=50000,fair_model,0.2836416136763541,-0.079554516208769,-0.0858260228567172,0.8074024226110363,20.0,fsfs
339,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=60000,fair_model,0.2569418487360536,-0.068893652070916,-0.0888497867597006,0.8648721399730821,1.0,fsfs
340,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=60000,fair_model,0.2543166488900484,-0.0461339656813526,-0.0805669102700773,0.8567294751009421,10.0,fsfs
341,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=60000,fair_model,0.2543166488900484,-0.0461339656813526,-0.0805669102700773,0.8567294751009421,20.0,fsfs
342,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=70000,fair_model,0.2095923221631677,-0.0522660920064605,-0.117496264611959,0.9020188425302826,1.0,fsfs
343,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=70000,fair_model,0.3625280915336377,-0.0222085596387739,-0.0084082852371605,0.8944818304172275,10.0,fsfs
344,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=70000,fair_model,0.3625280915336377,-0.0222085596387739,-0.0084082852371605,0.8944818304172275,20.0,fsfs
345,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=80000,fair_model,0.326406879521726,-0.0235964780755376,-0.00482158028887,0.929878869448183,1.0,fsfs
346,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=80000,fair_model,0.343335572755133,-0.0216569095109807,-0.0047578589634664,0.930349932705249,10.0,fsfs
347,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=80000,fair_model,0.343335572755133,-0.0216569095109807,-0.0047578589634664,0.930349932705249,20.0,fsfs
348,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=90000,fair_model,0.3186437283240041,-0.0248423702593371,-0.0038139763779527,0.9515477792732168,1.0,fsfs
349,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=90000,fair_model,0.2897767883936512,-0.0250149414353386,-0.0131889763779527,0.9524899057873486,10.0,fsfs
350,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_age_bins_>=90000,fair_model,0.2009003689099694,-0.024185139277238,-0.1067913385826771,0.950471063257066,20.0,fsfs
351,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=10000,fair_model,1.0,0.0,0.0,0.7991251682368775,1.0,fsfs
352,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=10000,fair_model,1.0,0.0,0.0,0.7991251682368775,10.0,fsfs
353,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=10000,fair_model,1.0,0.0,0.0,0.7991251682368775,20.0,fsfs
354,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=20000,fair_model,0.0902791929896066,-0.9097208070103932,-0.8440150801131008,0.664064602960969,1.0,fsfs
355,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=20000,fair_model,0.2527002241695537,-0.7472997758304463,-0.6837888784165882,0.6561911170928667,10.0,fsfs
356,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=20000,fair_model,0.2522926431628286,-0.7477073568371714,-0.6847313854853911,0.6560565275908479,20.0,fsfs
357,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=30000,fair_model,0.1990832539990013,-0.2306037596950691,-0.2024147357513357,0.6362718707940781,1.0,fsfs
358,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=30000,fair_model,0.3544571293913557,-0.0893758282628675,-0.0756878811914597,0.6250336473755047,10.0,fsfs
359,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=30000,fair_model,0.7035742163550829,-0.0483850338595162,-0.0523866027184221,0.5858681022880216,20.0,fsfs
360,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=40000,fair_model,0.2450547586499851,-0.1089175625839641,-0.0813064802406819,0.7202557200538358,1.0,fsfs
361,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=40000,fair_model,0.2450547586499851,-0.1089175625839641,-0.0813064802406819,0.7202557200538358,10.0,fsfs
362,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=40000,fair_model,0.2450547586499851,-0.1089175625839641,-0.0813064802406819,0.7202557200538358,20.0,fsfs
363,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=50000,fair_model,0.1863732440166493,-0.1035745646602375,-0.1062666507614616,0.8026917900403768,1.0,fsfs
364,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=50000,fair_model,0.1863732440166493,-0.1035745646602375,-0.1062666507614616,0.8026917900403768,10.0,fsfs
365,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=50000,fair_model,0.1863732440166493,-0.1035745646602375,-0.1062666507614616,0.8026917900403768,20.0,fsfs
366,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=60000,fair_model,0.2001127064947948,-0.0588770029246056,-0.1005427167717735,0.8658815612382235,1.0,fsfs
367,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=60000,fair_model,0.2001127064947948,-0.0588770029246056,-0.1005427167717735,0.8658815612382235,10.0,fsfs
368,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=60000,fair_model,0.2001127064947948,-0.0588770029246056,-0.1005427167717735,0.8658815612382235,20.0,fsfs
369,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=70000,fair_model,0.224191978299627,-0.0434133345476615,-0.1058590440305021,0.9041049798115748,1.0,fsfs
370,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=70000,fair_model,0.224191978299627,-0.0434133345476615,-0.1058590440305021,0.9041049798115748,10.0,fsfs
371,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_feature_selection_forward at 0x7f5ed0a19d80>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_sequential_feature_selection_forward_fair_classifier_gender_>=70000,fair_model,0.224191978299627,-0.0434133345476615,-0.1058590440305021,0.9041049798115748,20.0,fsfs
